code,time_key,open,close,high,low,pe_ratio,turnover_rate,volume,turnover,change_rate,last_close
HK.01157,2021-03-17 09:30:00,11.6,11.6,11.6,11.6,0.0,0.0,20200,234320.0,0.8695652173913012,11.5
HK.01157,2021-03-17 09:31:00,11.6,11.24,11.62,11.24,0.0,0.0,211400,2418596.0,-3.103448275862064,11.6
HK.01157,2021-03-17 09:32:00,11.26,11.3,11.3,11.2,0.0,0.0,247800,2783614.0,0.533807829181499,11.24
HK.01157,2021-03-17 09:33:00,11.24,11.24,11.26,11.2,0.0,0.0,159400,1787720.0,-0.530973451327438,11.3
HK.01157,2021-03-17 09:34:00,11.24,11.1,11.28,10.94,0.0,0.0,1648800,18196144.0,-1.2455516014234926,11.24
HK.01157,2021-03-17 09:35:00,11.1,11.0,11.18,10.98,0.0,0.0,1410400,15579864.0,-0.9009009009008978,11.1
HK.01157,2021-03-17 09:36:00,11.06,11.1,11.1,11.06,0.0,0.0,108400,1202480.0,0.909090909090906,11.0
HK.01157,2021-03-17 09:37:00,11.1,11.1,11.1,11.1,0.0,0.0,99600,1105554.0,0.0,11.1
HK.01157,2021-03-17 09:38:00,11.08,11.1,11.1,10.98,0.0,0.0,715200,7885966.0,0.0,11.1
HK.01157,2021-03-17 09:39:00,11.12,11.08,11.14,11.0,0.0,0.0,638200,7045232.0,-0.18018018018017634,11.1
HK.01157,2021-03-17 09:40:00,11.06,11.06,11.06,11.04,0.0,0.0,16400,181352.0,-0.18050541516245103,11.08
HK.01157,2021-03-17 09:41:00,11.06,11.06,11.06,11.0,0.0,0.0,84000,927140.0,0.0,11.06
HK.01157,2021-03-17 09:42:00,11.04,11.02,11.04,11.02,0.0,0.0,68600,756472.0,-0.36166365280290164,11.06
HK.01157,2021-03-17 09:43:00,11.04,11.1,11.1,11.04,0.0,0.0,121400,1344876.0,0.7259528130671513,11.02
HK.01157,2021-03-17 09:44:00,11.1,11.1,11.12,11.1,0.0,0.0,50000,555006.0,0.0,11.1
HK.01157,2021-03-17 09:45:00,11.1,11.12,11.12,11.08,0.0,0.0,95400,1059356.0,0.18018018018017634,11.1
HK.01157,2021-03-17 09:46:00,11.12,11.1,11.12,11.1,0.0,0.0,49600,551148.0,-0.17985611510790983,11.12
HK.01157,2021-03-17 09:47:00,11.1,11.08,11.1,11.06,0.0,0.0,45800,507612.0,-0.18018018018017634,11.1
HK.01157,2021-03-17 09:48:00,11.06,11.12,11.12,11.06,0.0,0.0,188200,2089352.0,0.36101083032490205,11.08
HK.01157,2021-03-17 09:49:00,11.12,11.14,11.14,11.12,0.0,0.0,34200,380624.0,0.17985611510792582,11.12
HK.01157,2021-03-17 09:50:00,11.16,11.16,11.16,11.14,0.0,0.0,32200,359334.0,0.1795332136445204,11.14
HK.01157,2021-03-17 09:51:00,11.16,11.18,11.18,11.16,0.0,0.0,78000,871638.0,0.17921146953404637,11.16
HK.01157,2021-03-17 09:52:00,11.18,11.18,11.18,11.16,0.0,0.0,153000,1708612.0,0.0,11.18
HK.01157,2021-03-17 09:53:00,11.2,11.24,11.24,11.2,0.0,0.0,17600,197420.0,0.53667262969589,11.18
HK.01157,2021-03-17 09:54:00,11.24,11.24,11.24,11.24,0.0,0.0,12600,141622.0,0.0,11.24
HK.01157,2021-03-17 09:55:00,11.24,11.24,11.26,11.24,0.0,0.0,28000,315182.0,0.0,11.24
HK.01157,2021-03-17 09:56:00,11.24,11.24,11.24,11.24,0.0,0.0,3000,33718.0,0.0,11.24
HK.01157,2021-03-17 09:57:00,11.22,11.24,11.24,11.22,0.0,0.0,21000,235762.0,0.0,11.24
HK.01157,2021-03-17 09:58:00,11.24,11.24,11.24,11.24,0.0,0.0,8600,96672.0,0.0,11.24
HK.01157,2021-03-17 09:59:00,11.28,11.3,11.3,11.28,0.0,0.0,29800,336146.0,0.533807829181499,11.24
HK.01157,2021-03-17 10:00:00,11.3,11.3,11.3,11.3,0.0,0.0,21200,239562.0,0.0,11.3
HK.01157,2021-03-17 10:01:00,11.3,11.32,11.32,11.3,0.0,0.0,6400,72338.0,0.1769911504424741,11.3
HK.01157,2021-03-17 10:02:00,11.32,11.3,11.34,11.3,0.0,0.0,27400,310148.0,-0.1766784452296782,11.32
HK.01157,2021-03-17 10:03:00,11.32,11.26,11.32,11.26,0.0,0.0,10000,112684.0,-0.3539823008849639,11.3
HK.01157,2021-03-17 10:04:00,11.26,11.28,11.3,11.26,0.0,0.0,39000,440100.0,0.17761989342806014,11.26
HK.01157,2021-03-17 10:05:00,11.3,11.28,11.3,11.28,0.0,0.0,21800,246190.0,0.0,11.28
HK.01157,2021-03-17 10:06:00,11.32,11.32,11.34,11.3,0.0,0.0,36400,411996.0,0.35460992907802236,11.28
HK.01157,2021-03-17 10:07:00,11.3,11.3,11.3,11.3,0.0,0.0,2600,29382.0,-0.1766784452296782,11.32
HK.01157,2021-03-17 10:08:00,11.3,11.28,11.3,11.28,0.0,0.0,4800,54218.0,-0.1769911504424898,11.3
HK.01157,2021-03-17 10:09:00,11.28,11.24,11.28,11.24,0.0,0.0,42000,473004.0,-0.35460992907800665,11.28
HK.01157,2021-03-17 10:10:00,11.26,11.24,11.26,11.24,0.0,0.0,1200,13498.0,0.0,11.24
HK.01157,2021-03-17 10:11:00,11.26,11.28,11.28,11.26,0.0,0.0,14000,157654.0,0.35587188612098886,11.24
HK.01157,2021-03-17 10:12:00,11.28,11.36,11.36,11.28,0.0,0.0,79400,899670.0,0.7092198581560291,11.28
HK.01157,2021-03-17 10:13:00,11.36,11.38,11.38,11.34,0.0,0.0,21000,238826.0,0.1760563380281809,11.36
HK.01157,2021-03-17 10:14:00,11.38,11.32,11.38,11.32,0.0,0.0,10200,115494.0,-0.5272407732864718,11.38
HK.01157,2021-03-17 10:15:00,11.32,11.34,11.34,11.32,0.0,0.0,20800,235478.0,0.1766784452296782,11.32
HK.01157,2021-03-17 10:16:00,11.34,11.36,11.36,11.34,0.0,0.0,10800,122494.0,0.17636684303350594,11.34
HK.01157,2021-03-17 10:17:00,11.34,11.38,11.38,11.34,0.0,0.0,20000,227234.0,0.1760563380281809,11.36
HK.01157,2021-03-17 10:18:00,11.38,11.3,11.4,11.3,0.0,0.0,41200,468484.0,-0.7029876977152906,11.38
HK.01157,2021-03-17 10:19:00,11.32,11.32,11.32,11.32,0.0,0.0,400,4528.0,0.1769911504424741,11.3
HK.01157,2021-03-17 10:20:00,11.34,11.38,11.42,11.34,0.0,0.0,55200,629182.0,0.5300353356890503,11.32
